company,productFamily,asin,productName,brand,category,month,collectedDate,monthlySales,monthlyRevenue,price,bsr,reviews,rating,sellers,calculatedRevenue,sourceRows,sourceFile
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2024-05,2024-05-01,7782,93148.55,10.26,2,144237,4.6,,false,7,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2024-06,2024-06-01,7542,85499.17,11.32,2,145502,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2024-07,2024-07-01,9405,95504.69,10.4,2,146751,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2024-08,2024-08-01,9065,108503.42,11.97,1,148029,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2024-09,2024-09-01,9063,108489.7,11.97,1,148806,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2024-10,2024-10-01,9362,118239.93,12.63,3,165457,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2024-11,2024-11-01,9099,117127.77,12.87,2,168615,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2024-12,2024-12-01,10675,138316.34,12.95,2,169582,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-01,2025-01-01,10112,131354.04,12.99,1,170418,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-02,2025-02-01,9583,120027.14,12.53,1,171196,4.6,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-03,2025-03-01,8991,116794.77,12.99,2,171818,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-04,2025-04-01,9694,125923.76,12.99,1,172643,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-05,2025-05-01,9822,127584.85,12.99,1,173580,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-06,2025-06-01,11196,145434.74,12.99,1,174448,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-07,2025-07-01,12253,159171.5,12.99,2,175425,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-08,2025-08-01,10594,137618.16,12.99,1,176411,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-09,2025-09-01,10799,140281.61,12.99,1,176862,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-10,2025-10-01,9055,111758.15,12.29,3,178132,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-11,2025-11-01,9741,116191.64,11.99,3,178339,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2025-12,2025-12-01,9186,118429.63,12.9,5,179973,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2026-01,2026-01-01,7604,93723.4,12.49,5,180998,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2026-02,2026-02-01,7222,93815.64,12.99,5,181817,4.6,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2026-03,2026-03-01,8347,87415.68,10.39,4,182439,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2026-04,2026-04-01,9602,120251.15,12.47,3,183189,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B074PVTPBW,Mighty Patch B074PVTPBW,Mighty Patch,Beauty & Personal Care,2026-05,2026-05-01,9756,126726.65,12.99,4,183487,4.6,,false,24,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2024-05,2024-05-01,1975,42396.9,18.42,93,24548,4.8,,false,7,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2024-06,2024-06-01,2288,43311.6,18.96,72,24814,4.8,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2024-07,2024-07-01,3574,62225.41,16.69,58,25059,4.8,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2024-08,2024-08-01,2648,45531.48,17.35,57,25349,4.8,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2024-09,2024-09-01,2803,37398.27,13.47,50,25506,4.8,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2024-10,2024-10-01,7900,142968.26,17.69,17,165416,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2024-11,2024-11-01,9270,183629.46,19.83,2,168636,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2024-12,2024-12-01,10870,235463.51,21.62,1,169417,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-01,2025-01-01,10168,223397.34,21.97,1,170297,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-02,2025-02-01,9522,201797.59,21.19,1,171063,4.6,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-03,2025-03-01,8944,183172.39,20.55,2,171788,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-04,2025-04-01,9461,207861.1,21.97,1,172536,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-05,2025-05-01,9500,208720.67,21.97,1,173518,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-06,2025-06-01,11260,247377.07,21.97,1,174368,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-07,2025-07-01,12256,261199.91,21.26,2,175456,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-08,2025-08-01,10659,216511.47,20.37,1,176445,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-09,2025-09-01,10799,237258.42,21.97,1,177050,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-10,2025-10-01,9051,177388.65,19.56,3,178132,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-11,2025-11-01,9741,190588.21,19.59,3,178407,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2025-12,2025-12-01,9186,181998.82,19.75,5,179973,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2026-01,2026-01-01,7604,148675.46,19.71,5,181012,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2026-02,2026-02-01,7222,158670.48,21.97,5,181633,4.6,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2026-03,2026-03-01,8360,178237.17,21.4,4,182401,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2026-04,2026-04-01,9622,204545.83,21.24,3,183193,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07B4KQVK6,Mighty Patch B07B4KQVK6,Mighty Patch,Beauty & Personal Care,2026-05,2026-05-01,9732,213818.45,21.97,4,183558,4.6,,false,24,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2024-05,2024-05-01,862,15389.37,15.31,461,10745,4.7,,false,7,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2024-06,2024-06-01,903,14757.58,16.38,433,10861,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2024-07,2024-07-01,1056,16066.05,14.86,594,10989,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2024-08,2024-08-01,933,16638.39,17.84,423,11100,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2024-09,2024-09-01,992,17060.39,17.25,399,11175,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2024-10,2024-10-01,1502,26802.01,17.84,296,11263,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2024-11,2024-11-01,1020,15151.43,16.21,721,11329,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2024-12,2024-12-01,661,8655.98,10.71,2945,11409,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-01,2025-01-01,1032,18409.15,17.84,445,11520,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-02,2025-02-01,1379,22835.2,16.57,304,11560,4.7,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-03,2025-03-01,1171,20883.16,17.84,404,11659,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-04,2025-04-01,1253,21698.2,17.25,383,11759,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-05,2025-05-01,1320,23540.74,17.84,341,11886,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-06,2025-06-01,1356,24185.09,17.84,356,12040,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-07,2025-07-01,1575,26545.34,17.26,356,12217,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-08,2025-08-01,1381,23145.05,16.68,303,12376,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-09,2025-09-01,1659,27619.86,16.64,219,12549,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-10,2025-10-01,1945,32662.3,16.91,197,12764,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-11,2025-11-01,1961,33258.79,17.09,203,12893,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2025-12,2025-12-01,1910,27840.17,14.58,246,13092,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2026-01,2026-01-01,1966,27430.59,13.93,188,13040,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2026-02,2026-02-01,1849,17890.37,9.25,304,13194,4.7,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2026-03,2026-03-01,2247,29280.4,13,215,13367,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2026-04,2026-04-01,2420,34820.44,14.39,220,13525,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJS13PK,Mighty Patch B07KJS13PK,Mighty Patch,Beauty & Personal Care,2026-05,2026-05-01,2335,33599.45,14.39,244,13597,4.7,,false,24,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2024-05,2024-05-01,647,9661.25,12.84,717,21471,4.6,,false,7,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2024-06,2024-06-01,629,11209.42,17.82,766,21586,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2024-07,2024-07-01,841,12446.28,13.84,735,21712,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2024-08,2024-08-01,689,12318.13,17.89,674,21812,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2024-09,2024-09-01,686,12272.54,17.89,713,21889,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2024-10,2024-10-01,828,13984.79,17.31,713,21963,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2024-11,2024-11-01,625,10138.04,16.82,1152,22018,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2024-12,2024-12-01,722,12626.13,17.52,1061,22058,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-01,2025-01-01,676,11375.15,16.74,851,22136,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-02,2025-02-01,694,11977.36,17.25,920,22273,4.6,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-03,2025-03-01,640,11443.25,17.89,1006,22306,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-04,2025-04-01,622,11128.77,17.89,1074,22346,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-05,2025-05-01,624,11170.86,17.89,1088,22410,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-06,2025-06-01,695,12064.06,17.34,1007,22452,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-07,2025-07-01,762,13693.22,17.98,1020,22505,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-08,2025-08-01,681,12238.72,17.97,914,22565,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-09,2025-09-01,747,13428.98,17.97,824,22620,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-10,2025-10-01,708,12385.06,17.62,1081,22683,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-11,2025-11-01,675,10444.64,15.7,1074,22732,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2025-12,2025-12-01,634,9265.65,14.59,1291,22761,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2026-01,2026-01-01,644,10125.73,15.76,1150,22831,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2026-02,2026-02-01,652,11307.62,17.33,1574,22879,4.6,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2026-03,2026-03-01,745,12721.18,17.26,1456,22928,4.6,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2026-04,2026-04-01,861,15349.42,17.85,1369,22973,4.6,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch core,B07KJXFJHF,Mighty Patch B07KJXFJHF,Mighty Patch,Beauty & Personal Care,2026-05,2026-05-01,713,11183.33,14.98,1970,22972,4.6,,false,24,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2024-05,2024-05-01,247,3360.22,11.69,2643,3477,4.7,,false,7,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2024-06,2024-06-01,271,3684.97,13.52,2426,3534,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2024-07,2024-07-01,346,4120.37,10.88,2692,3609,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2024-08,2024-08-01,251,3513.75,13.99,2758,3682,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2024-09,2024-09-01,236,3301.17,13.99,2931,3721,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2024-10,2024-10-01,295,3942.47,13.54,2761,3761,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2024-11,2024-11-01,521,6760.15,13.06,1481,3785,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2024-12,2024-12-01,207,2818.43,13.81,6455,3840,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-01,2025-01-01,218,3045.76,13.99,3620,3883,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-02,2025-02-01,217,2811.49,12.99,3865,3931,4.7,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-03,2025-03-01,174,2438.77,13.99,4882,3966,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-04,2025-04-01,317,4429.7,13.99,2977,4033,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-05,2025-05-01,304,4251.15,13.99,2723,4073,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-06,2025-06-01,288,4035.65,13.99,3033,4129,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-07,2025-07-01,354,4948.68,13.97,2761,4234,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-08,2025-08-01,475,6242.34,13.07,1526,4341,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-09,2025-09-01,529,6946.82,13.04,1364,4387,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-10,2025-10-01,535,7290.79,13.7,1591,4459,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-11,2025-11-01,506,6475.79,12.92,1574,4542,4.7,,false,30,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2025-12,2025-12-01,453,6285.42,13.86,2042,4642,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2026-01,2026-01-01,466,5405.57,11.63,1803,4771,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2026-02,2026-02-01,521,7052.36,13.47,2090,4862,4.7,,false,28,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2026-03,2026-03-01,601,7960.36,13.43,1932,4936,4.7,,false,31,public/data/monthly_product_trend.json
tnl,Mighty Patch face/body extensions,B085P3TYPS,Mighty Patch B085P3TYPS,Mighty Patch,Beauty & Personal Care,2026-04,2026-04-01,492,6797.46,13.88,2806,4986,4.7,,false,30,public/data/monthly_product_trend.json
