company,company_label,country_scope,month,quarter,export_value_usd,export_value_krw,export_weight_kg
"samyang","삼양식품","total","2005-05","2005-Q2","11654972","11565775658","4166434.5"
"samyang","삼양식품","total","2005-06","2005-Q2","11260987","11245769013","3722418.1"
"samyang","삼양식품","total","2005-07","2005-Q3","9742599","9998430427","3093862.9"
"samyang","삼양식품","total","2005-08","2005-Q3","11246761","11365318345","3643948"
"samyang","삼양식품","total","2005-09","2005-Q3","11696980","11906347417","3693965.5"
"samyang","삼양식품","total","2005-10","2005-Q4","11087114","11454257319","3480293"
"samyang","삼양식품","total","2005-11","2005-Q4","10890121","11256159621","3470583.5"
"samyang","삼양식품","total","2005-12","2005-Q4","11355379","11584653107","3482103.9"
"samyang","삼양식품","total","2006-01","2006-Q1","9083386","8953561352","2938494.6"
"samyang","삼양식품","total","2006-02","2006-Q1","8774815","8440458838","2507623.4"
"samyang","삼양식품","total","2006-03","2006-Q1","9502660","9159677829","2866483.8"
"samyang","삼양식품","total","2006-04","2006-Q2","8586168","8176148038","2670937.6"
"samyang","삼양식품","total","2006-05","2006-Q2","9916958","9230480293","3000723.2"
"samyang","삼양식품","total","2006-06","2006-Q2","10594100","10000931995","3142592.6"
"samyang","삼양식품","total","2006-07","2006-Q3","9660629","9106331837","2801846"
"samyang","삼양식품","total","2006-08","2006-Q3","9958685","9461427053","2667883.9"
"samyang","삼양식품","total","2006-09","2006-Q3","10729806","10171412157","2974232.5"
"samyang","삼양식품","total","2006-10","2006-Q4","8844796","8355747238","2483375.7"
"samyang","삼양식품","total","2006-11","2006-Q4","11664207","10864960287","3285089.5"
"samyang","삼양식품","total","2006-12","2006-Q4","11234959","10300493879","2926905.8"
"samyang","삼양식품","total","2007-01","2007-Q1","11098045","10268804959","2803714.9"
"samyang","삼양식품","total","2007-02","2007-Q1","8690257","8068985938","2494514.5"
"samyang","삼양식품","total","2007-03","2007-Q1","11085697","10353649048","3074506.3"
"samyang","삼양식품","total","2007-04","2007-Q2","11387185","10526553328","3025632.2"
"samyang","삼양식품","total","2007-05","2007-Q2","11504688","10566284142","3071771.1"
"samyang","삼양식품","total","2007-06","2007-Q2","10089353","9282618948","2679040.2"
"samyang","삼양식품","total","2007-07","2007-Q3","9238555","8419986839","2533480.8"
"samyang","삼양식품","total","2007-08","2007-Q3","11860914","10903916327","3064678.3"
"samyang","삼양식품","total","2007-09","2007-Q3","10672422","9904638831","2743502"
"samyang","삼양식품","total","2007-10","2007-Q4","13529691","12291076238","3566818.3"
"samyang","삼양식품","total","2007-11","2007-Q4","13280148","12005759597","3296683.1"
"samyang","삼양식품","total","2007-12","2007-Q4","14078465","12945082490","3287971.6"
"samyang","삼양식품","total","2008-01","2008-Q1","14423420","13430933780","3391907.6"
"samyang","삼양식품","total","2008-02","2008-Q1","11522128","10781001725","2810750.4"
"samyang","삼양식품","total","2008-03","2008-Q1","12740716","12211523331","3125104.3"
"samyang","삼양식품","total","2008-04","2008-Q2","13602845","13270563423","3292925.8"
"samyang","삼양식품","total","2008-05","2008-Q2","12880201","13119671488","3210592.4"
"samyang","삼양식품","total","2008-06","2008-Q2","12098300","12332845493","2963622.4"
"samyang","삼양식품","total","2008-07","2008-Q3","14351354","14565753921","3493979.4"
"samyang","삼양식품","total","2008-08","2008-Q3","12360042","12590789616","2866955.8"
"samyang","삼양식품","total","2008-09","2008-Q3","11916450","13186803926","2865131.9"
"samyang","삼양식품","total","2008-10","2008-Q4","12597588","16008138104","3139887.1"
"samyang","삼양식품","total","2008-11","2008-Q4","11361900","15413881240","2957731.9"
"samyang","삼양식품","total","2008-12","2008-Q4","11206186","15691809550","3014927.9"
"samyang","삼양식품","total","2009-01","2009-Q1","10359831","13622285679","2793984.1"
"samyang","삼양식품","total","2009-02","2009-Q1","11275980","15628803847","3243415.7"
"samyang","삼양식품","total","2009-03","2009-Q1","11670468","17210336535","3384595.7"
"samyang","삼양식품","total","2009-04","2009-Q2","13825466","18374127730","3851268.2"
"samyang","삼양식품","total","2009-05","2009-Q2","13252802","16721567550","3548456.2"
"samyang","삼양식품","total","2009-06","2009-Q2","12802853","15931853836","3417198.8"
"samyang","삼양식품","total","2009-07","2009-Q3","12794279","16116875114","3595202.9"
"samyang","삼양식품","total","2009-08","2009-Q3","12336449","15130332312","3388418.8"
"samyang","삼양식품","total","2009-09","2009-Q3","15530808","18910760299","4011984"
"samyang","삼양식품","total","2009-10","2009-Q4","14615001","17002308909","3512492.2"
"samyang","삼양식품","total","2009-11","2009-Q4","16574082","19210188143","3975368.9"
"samyang","삼양식품","total","2009-12","2009-Q4","15767625","18168287321","3839269.9"
"samyang","삼양식품","total","2010-01","2010-Q1","14005467","15828478147","3555886.5"
"samyang","삼양식품","total","2010-02","2010-Q1","13108791","14995698966","3377369.4"
"samyang","삼양식품","total","2010-03","2010-Q1","15783828","17815075985","3994262.4"
"samyang","삼양식품","total","2010-04","2010-Q2","17270351","19187812283","4465674.2"
"samyang","삼양식품","total","2010-05","2010-Q2","14009270","15739069522","3689004.4"
"samyang","삼양식품","total","2010-06","2010-Q2","15615554","18835802269","4104270.5"
"samyang","삼양식품","total","2010-07","2010-Q3","14495890","17360444612","3913533"
"samyang","삼양식품","total","2010-08","2010-Q3","14039201","16391121325","3636426.7"
"samyang","삼양식품","total","2010-09","2010-Q3","13481788","15694891764","3364190.9"
"samyang","삼양식품","total","2010-10","2010-Q4","17506359","19581717009","4537861.1"
"samyang","삼양식품","total","2010-11","2010-Q4","17323178","19262939202","4268034.7"
"samyang","삼양식품","total","2010-12","2010-Q4","17130554","19450714301","4416127.2"
"samyang","삼양식품","total","2011-01","2011-Q1","16282824","18137955566","4169838.6"
"samyang","삼양식품","total","2011-02","2011-Q1","13267215","14674685284","3470706.3"
"samyang","삼양식품","total","2011-03","2011-Q1","22394533","24945246661","5697502.2"
"samyang","삼양식품","total","2011-04","2011-Q2","23919444","25920305447","5794834"
"samyang","삼양식품","total","2011-05","2011-Q2","18575983","19915301631","4586134.9"
"samyang","삼양식품","total","2011-06","2011-Q2","16768134","17985883737","4102053.9"
"samyang","삼양식품","total","2011-07","2011-Q3","17204088","18148782920","4069105.95"
"samyang","삼양식품","total","2011-08","2011-Q3","17276721","18279436028","4238932"
"samyang","삼양식품","total","2011-09","2011-Q3","18747820","20378147564","4399485.4"
"samyang","삼양식품","total","2011-10","2011-Q4","19631104","22717778761","4581141"
"samyang","삼양식품","total","2011-11","2011-Q4","20553194","22937031522","4615671"
"samyang","삼양식품","total","2011-12","2011-Q4","21433687","24334143368","4729174.6"
"samyang","삼양식품","total","2012-01","2012-Q1","17644981","20120796737","3945897.8"
"samyang","삼양식품","total","2012-02","2012-Q1","22129548","24614437551","5008814.7"
"samyang","삼양식품","total","2012-03","2012-Q1","23188064","25794624443","5150889.1"
"samyang","삼양식품","total","2012-04","2012-Q2","22559764","25362431965","5227819.4"
"samyang","삼양식품","total","2012-05","2012-Q2","21400062","24293542905","4861756.4"
"samyang","삼양식품","total","2012-06","2012-Q2","19979356","23152533691","4568779.7"
"samyang","삼양식품","total","2012-07","2012-Q3","21715250","24645515769","5186765.4"
"samyang","삼양식품","total","2012-08","2012-Q3","21246284","23844203900","4812564.6"
"samyang","삼양식품","total","2012-09","2012-Q3","21151891","23623803517","4817161.6"
"samyang","삼양식품","total","2012-10","2012-Q4","21974234","24162509158","5190207.6"
"samyang","삼양식품","total","2012-11","2012-Q4","19441642","20985112230","4415442.5"
"samyang","삼양식품","total","2012-12","2012-Q4","18706676","19995179481","4142669.3"
"samyang","삼양식품","total","2013-01","2013-Q1","22376346","23566895269","4692028.6"
"samyang","삼양식품","total","2013-02","2013-Q1","18713856","20095911006","4532181.8"
"samyang","삼양식품","total","2013-03","2013-Q1","23971402","26076262325","5752272.7"
"samyang","삼양식품","total","2013-04","2013-Q2","26544992","29485658825","5988339.5"
"samyang","삼양식품","total","2013-05","2013-Q2","22902288","25130801583","5449045.7"
"samyang","삼양식품","total","2013-06","2013-Q2","23261789","26007932071","5442518.4"
"samyang","삼양식품","total","2013-07","2013-Q3","21527429","24152756972","5398465.1"
"samyang","삼양식품","total","2013-08","2013-Q3","19619587","21702137128","4598552.7"
"samyang","삼양식품","total","2013-09","2013-Q3","19225690","20851355999","4686523.8"
"samyang","삼양식품","total","2013-10","2013-Q4","23263653","24639884198","5791309.8"
"samyang","삼양식품","total","2013-11","2013-Q4","22548366","23733761063","5214911.1"
"samyang","삼양식품","total","2013-12","2013-Q4","20766724","21745434865","4847151.9"
"samyang","삼양식품","total","2014-01","2014-Q1","19304357","20277063822","4710503.42"
"samyang","삼양식품","total","2014-02","2014-Q1","21772690","23122552246","5204169.7"
"samyang","삼양식품","total","2014-03","2014-Q1","25876730","27418401506","5999289.4"
