company,company_label,product_line,country_scope,quarter,export_value_usd,export_value_krw,export_weight_kg,domestic_company_count,foreign_counterparty_count,trass_raw_value,trass_observed_days,trass_target_days,trass_30d_normalized,trass_is_partial_month,trass_adjustment_factor,trass_value_for_trend,trass_total_source
"samyang","삼양식품","ramen","cn","2022-Q1","40397580","48288065014","12861871.49","0","0","48288065014","90","90","48275916314.56","false","1","48275916314.56","reported"
"samyang","삼양식품","ramen","cn","2022-Q2","51478247","64242537425","16653021.77","0","0","64242537425","91","90","63361466272.520004","false","0.989","63361466272.520004","reported"
"samyang","삼양식품","ramen","cn","2022-Q3","40480202","53569687358","13112742.99","0","0","53569687358","92","90","52550136466.03","false","0.9783","52550136466.03","reported"
"samyang","삼양식품","ramen","cn","2022-Q4","56561798","77505704525","17900955.05","0","0","77505704525","92","90","75806859065.17","false","0.9783","75806859065.17","reported"
"samyang","삼양식품","ramen","cn","2023-Q1","49810068","63295337439","14503103.24","0","0","63295337439","90","90","63611903076.33","false","1","63611903076.33","reported"
"samyang","삼양식품","ramen","cn","2023-Q2","37543149","49170736782","10821982.27","0","0","49170736782","91","90","48695269402.29","false","0.989","48695269402.29","reported"
"samyang","삼양식품","ramen","cn","2023-Q3","63843492","83728243539","18501588.83","0","0","83728243539","92","90","82094038523.07","false","0.9783","82094038523.07","reported"
"samyang","삼양식품","ramen","cn","2023-Q4","64252897","85361079271","18652323.85","0","0","85361079271","92","90","83678460223","false","0.9783","83678460223","reported"
"samyang","삼양식품","ramen","cn","2024-Q1","43800091","58049817031","13051246.219999999","0","0","58049817031","91","90","57527640373.979996","false","0.989","57527640373.979996","reported"
"samyang","삼양식품","ramen","cn","2024-Q2","70029544","95801103255","20417557.85","0","0","95801103255","91","90","94697460010.23","false","0.989","94697460010.23","reported"
"samyang","삼양식품","ramen","cn","2024-Q3","66998326","91281923011","19368332.63","0","0","91281923011","92","90","89220658886.25","false","0.9783","89220658886.25","reported"
"samyang","삼양식품","ramen","cn","2024-Q4","79721341","110369488341","24221844.189999998","0","0","110369488341","92","90","108053164085.16998","false","0.9783","108053164085.16998","reported"
"samyang","삼양식품","ramen","cn","2025-Q1","76298098","110728668681","22170378.4","0","0","110728668681","90","90","111642219725.39","false","1","111642219725.39","reported"
"samyang","삼양식품","ramen","cn","2025-Q2","84989232","119801975481","23455421.67","0","0","119801975481","91","90","118394915272.39","false","0.989","118394915272.39","reported"
"samyang","삼양식품","ramen","cn","2025-Q3","121155738","167583921319","33674594.879999995","0","0","167583921319","92","90","164263165382.87","false","0.9783","164263165382.87","reported"
"samyang","삼양식품","ramen","cn","2025-Q4","102948147","148432899941","29046357.87","0","0","148432899941","92","90","145364645372.88","false","0.9783","145364645372.88","reported"
"samyang","삼양식품","ramen","cn","2026-Q1","86630611","126523643513","23626423.41","0","0","126523643513","90","90","126082750337.49002","false","1","126082750337.49002","reported"
"samyang","삼양식품","ramen","cn","2026-Q2","72076504","107097658050","19335948.111","0","0","107097658050","61","60","105912526869.94","false","0.9836","105912526869.94","reported"
"samyang","삼양식품","ramen","total","1996-Q1","19112026","14893799129","7662147","223","0","14893799129","91","90","14745723325.400002","false","0.989","14745723325.400002","reported"
"samyang","삼양식품","ramen","total","1996-Q2","21874199","17090503735","8361598","268","0","17090503735","91","90","16906779827.029999","false","0.989","16906779827.029999","reported"
"samyang","삼양식품","ramen","total","1996-Q3","23793813","19344377233","8651390","244","0","19344377233","92","90","18920403414.71","false","0.9783","18920403414.71","reported"
"samyang","삼양식품","ramen","total","1996-Q4","24785064","20492656039","9467671","247","0","20492656039","92","90","20036562861.2","false","0.9783","20036562861.2","reported"
"samyang","삼양식품","ramen","total","1997-Q1","26697351","22972755773","10260965","237","0","22972755773","90","90","22984872952.26","false","1","22984872952.26","reported"
"samyang","삼양식품","ramen","total","1997-Q2","28566601","25381436983","11111268","235","0","25381436983","91","90","25127052025.9","false","0.989","25127052025.9","reported"
"samyang","삼양식품","ramen","total","1997-Q3","33950265","30308012971","13110315","234","0","30308012971","92","90","29639099434.1","false","0.9783","29639099434.1","reported"
"samyang","삼양식품","ramen","total","1997-Q4","26094912","28085545441","10301643","265","0","28085545441","92","90","27441835032.940002","false","0.9783","27441835032.940002","reported"
"samyang","삼양식품","ramen","total","1998-Q1","26883482","42046609113","12475825","248","0","42046609113","90","90","42309050765.700005","false","1","42309050765.700005","reported"
"samyang","삼양식품","ramen","total","1998-Q2","25501071","34957389448","11605433","195","0","34957389448","91","90","34619984523.55","false","0.989","34619984523.55","reported"
"samyang","삼양식품","ramen","total","1998-Q3","21292492","27600500414","9867329","188","0","27600500414","92","90","26912312403.78","false","0.9783","26912312403.78","reported"
"samyang","삼양식품","ramen","total","1998-Q4","17592856","22288903560","8029778","186","0","22288903560","92","90","21799277076.68","false","0.9783","21799277076.68","reported"
"samyang","삼양식품","ramen","total","1999-Q1","17313720","20517330222","7537736","165","11","20517330222","90","90","20450800610.36","false","1","20450800610.36","reported"
"samyang","삼양식품","ramen","total","1999-Q2","22016946","26028635014","9545900","170","5","26028635014","91","90","25789898675.42","false","0.989","25789898675.42","reported"
"samyang","삼양식품","ramen","total","1999-Q3","19231938","22672725526","7945913","159","5","22672725526","92","90","22172701261.42","false","0.9783","22172701261.42","reported"
"samyang","삼양식품","ramen","total","1999-Q4","20908878","24375526505","8642013","163","16","24375526505","92","90","23857787644.39","false","0.9783","23857787644.39","reported"
"samyang","삼양식품","ramen","total","2000-Q1","21573924","24085486862","8991299","146","93","24085486862","91","90","23796165022.620003","false","0.989","23796165022.620003","reported"
"samyang","삼양식품","ramen","total","2000-Q2","23615603","26084906494","10039214","148","90","26084906494","91","90","25818688212.06","false","0.989","25818688212.06","reported"
"samyang","삼양식품","ramen","total","2000-Q3","23438244","25887600978","9661299","155","106","25887600978","92","90","25302876205.32","false","0.9783","25302876205.32","reported"
"samyang","삼양식품","ramen","total","2000-Q4","22856518","26114518316","9410449","161","141","26114518316","92","90","25572976779","false","0.9783","25572976779","reported"
"samyang","삼양식품","ramen","total","2001-Q1","27200627","34133010614","11406411","177","161","34133010614","90","90","34280682819.85","false","1","34280682819.85","reported"
"samyang","삼양식품","ramen","total","2001-Q2","27776291","36008402233","12271836","186","142","36008402233","91","90","35581153364.87","false","0.989","35581153364.87","reported"
"samyang","삼양식품","ramen","total","2001-Q3","26527325","33967186121","11468735","175","147","33967186121","92","90","33264650941","false","0.9783","33264650941","reported"
"samyang","삼양식품","ramen","total","2001-Q4","27559619","35266329687","12178671.4","196","169","35266329687","92","90","34569566387.26","false","0.9783","34569566387.26","reported"
"samyang","삼양식품","ramen","total","2002-Q1","31604103","41278218675","13310292","191","161","41278218675","90","90","41263580402","false","1","41263580402","reported"
"samyang","삼양식품","ramen","total","2002-Q2","31446322","39766844167","13393679","198","171","39766844167","91","90","39365554892.520004","false","0.989","39365554892.520004","reported"
"samyang","삼양식품","ramen","total","2002-Q3","33676575","39882527475","14012269.100000001","215","179","39882527475","92","90","39015485720.97","false","0.9783","39015485720.97","reported"
"samyang","삼양식품","ramen","total","2002-Q4","34636262","41922657128","13916530.500000002","218","182","41922657128","92","90","41011352102.22","false","0.9783","41011352102.22","reported"
"samyang","삼양식품","ramen","total","2003-Q1","36848655","43659395701","14448662.7","231","152","43659395701","90","90","43877623758.630005","false","1","43877623758.630005","reported"
"samyang","삼양식품","ramen","total","2003-Q2","32631598","39211413729","13284013.7","214","158","39211413729","91","90","38821557217.58","false","0.989","38821557217.58","reported"
"samyang","삼양식품","ramen","total","2003-Q3","37879088","44143785788","14553590.3","230","154","44143785788","92","90","43216762366.39","false","0.9783","43216762366.39","reported"
"samyang","삼양식품","ramen","total","2003-Q4","41737064","48621756154","15514659.900000002","244","176","48621756154","92","90","47600649273.68","false","0.9783","47600649273.68","reported"
"samyang","삼양식품","ramen","total","2004-Q1","33833637","39310819448","12606161.2","249","169","39310819448","91","90","39010139947.740005","false","0.989","39010139947.740005","reported"
"samyang","삼양식품","ramen","total","2004-Q2","41613111","47815296968","16375867.5","244","186","47815296968","91","90","47347850401.81","false","0.989","47347850401.81","reported"
"samyang","삼양식품","ramen","total","2004-Q3","39483216","45143931433","14760862.1","253","170","45143931433","92","90","44218085542.32","false","0.9783","44218085542.32","reported"
"samyang","삼양식품","ramen","total","2004-Q4","41912010","45809103236","15240915.1","255","198","45809103236","92","90","44838224870.68","false","0.9783","44838224870.68","reported"
"samyang","삼양식품","ramen","total","2005-Q1","36661004","37147174977","13076293.7","240","166","37147174977","90","90","37177760009.24","false","1","37177760009.24","reported"
"samyang","삼양식품","ramen","total","2005-Q2","36522531","36492966505","12455331.299999999","239","165","36492966505","91","90","36135812863.229996","false","0.989","36135812863.229996","reported"
"samyang","삼양식품","ramen","total","2005-Q3","31212328","31767697924","9880250.8","242","153","31767697924","92","90","31110557883.16","false","0.9783","31110557883.16","reported"
"samyang","삼양식품","ramen","total","2005-Q4","31484288","32397624121","9898101.4","265","172","32397624121","92","90","31704591329.870003","false","0.9783","31704591329.870003","reported"
"samyang","삼양식품","ramen","total","2006-Q1","24241091","23531725543","7398706.3","266","152","23531725543","90","90","23533523045.08","false","1","23533523045.08","reported"
"samyang","삼양식품","ramen","total","2006-Q2","24772445","23336243928","7656882.5","266","166","23336243928","91","90","23080844220.29","false","0.989","23080844220.29","reported"
"samyang","삼양식품","ramen","total","2006-Q3","26502650","25096962033","7209479.1","277","159","25096962033","92","90","24574351978.64","false","0.9783","24574351978.64","reported"
"samyang","삼양식품","ramen","total","2006-Q4","27118906","25225555184","7561135.9","280","158","25225555184","92","90","24719408448.800003","false","0.9783","24719408448.800003","reported"
"samyang","삼양식품","ramen","total","2007-Q1","26440076","24569603705","7283661.3","275","139","24569603705","90","90","24509073276.15","false","1","24509073276.15","reported"
"samyang","삼양식품","ramen","total","2007-Q2","26707116","24599844669","7107324.6","265","147","24599844669","91","90","24331056994.16","false","0.989","24331056994.16","reported"
"samyang","삼양식품","ramen","total","2007-Q3","27194393","25024729880","7116824.5","281","134","25024729880","92","90","24498563771.13","false","0.9783","24498563771.13","reported"
"samyang","삼양식품","ramen","total","2007-Q4","35323107","32170365342","8867250.9","293","183","32170365342","92","90","31472177198.480003","false","0.9783","31472177198.480003","reported"
"samyang","삼양식품","ramen","total","2008-Q1","32119616","30242126227","7902048.4","286","124","30242126227","91","90","29857090601.75","false","0.989","29857090601.75","reported"
"samyang","삼양식품","ramen","total","2008-Q2","32581880","32709178467","8051910.5","294","401","32709178467","91","90","32353911046.35","false","0.989","32353911046.35","reported"
"samyang","삼양식품","ramen","total","2008-Q3","33016303","34504782550","8023359.600000001","299","575","34504782550","92","90","33760757784.84","false","0.9783","33760757784.84","reported"
"samyang","삼양식품","ramen","total","2008-Q4","31799838","42593336427","8215293.9","314","665","42593336427","92","90","41668525983.84","false","0.9783","41668525983.84","reported"
"samyang","삼양식품","ramen","total","2009-Q1","30438092","42451095178","8572124.3","296","648","42451095178","90","90","42572322001.89","false","1","42572322001.89","reported"
"samyang","삼양식품","ramen","total","2009-Q2","34419397","44050806718","9279992.1","315","682","44050806718","91","90","43587040594.61","false","0.989","43587040594.61","reported"
"samyang","삼양식품","ramen","total","2009-Q3","35576746","43888891858","9392360.3","342","724","43888891858","92","90","42997174582.29","false","0.9783","42997174582.29","reported"
"samyang","삼양식품","ramen","total","2009-Q4","41475662","48037449226","9801661.5","328","735","48037449226","92","90","47029355672.52","false","0.9783","47029355672.52","reported"
"samyang","삼양식품","ramen","total","2010-Q1","36693057","41608451858","9144114.9","338","739","41608451858","90","90","41610447447.16","false","1","41610447447.16","reported"
"samyang","삼양식품","ramen","total","2010-Q2","40157831","46029761367","10194919.3","351","779","46029761367","91","90","45589954561.71","false","0.989","45589954561.71","reported"
"samyang","삼양식품","ramen","total","2010-Q3","35916060","42265659718","9013042.1","339","743","42265659718","92","90","41338357062.03","false","0.9783","41338357062.03","reported"
"samyang","삼양식품","ramen","total","2010-Q4","44437146","49848359861","11285686.6","349","780","49848359861","92","90","48779612403.94","false","0.9783","48779612403.94","reported"
"samyang","삼양식품","ramen","total","2011-Q1","42794437","47590747085","10877304.9","361","766","47590747085","90","90","47264564312.600006","false","1","47264564312.600006","reported"
"samyang","삼양식품","ramen","total","2011-Q2","50127667","53993148288","12055685.899999999","370","822","53993148288","91","90","53461671213.55","false","0.989","53461671213.55","reported"
"samyang","삼양식품","ramen","total","2011-Q3","43838372","46790405282","10396798.45","340","785","46790405282","92","90","45832351121.25","false","0.9783","45832351121.25","reported"
"samyang","삼양식품","ramen","total","2011-Q4","49971777","56759373829","11505520.100000001","409","814","56759373829","92","90","55539227639.09","false","0.9783","55539227639.09","reported"
"samyang","삼양식품","ramen","total","2012-Q1","52064872","58315975087","11511641.899999999","396","808","58315975087","91","90","57800107891.66","false","0.989","57800107891.66","reported"
"samyang","삼양식품","ramen","total","2012-Q2","52182870","59432857519","11976939.1","370","813","59432857519","91","90","58788532132.94","false","0.989","58788532132.94","reported"
"samyang","삼양식품","ramen","total","2012-Q3","52253778","58775393750","11865285.2","353","803","58775393750","92","90","57495087230.39","false","0.9783","57495087230.39","reported"
"samyang","삼양식품","ramen","total","2012-Q4","49727232","53885262563","11152390.1","379","800","53885262563","92","90","52720687163.060005","false","0.9783","52720687163.060005","reported"
"samyang","삼양식품","ramen","total","2013-Q1","52636622","56425079917","11993929.100000001","361","795","56425079917","90","90","56264265345.83","false","1","56264265345.83","reported"
"samyang","삼양식품","ramen","total","2013-Q2","59356791","65807832765","13363183.7","402","875","65807832765","91","90","65131058110.45","false","0.989","65131058110.45","reported"
"samyang","삼양식품","ramen","total","2013-Q3","48309795","53364905828","11390888.1","421","867","53364905828","92","90","52180974924.93","false","0.9783","52180974924.93","reported"
"samyang","삼양식품","ramen","total","2013-Q4","52225396","55009416384","12344954.3","444","859","55009416384","92","90","53828217402.12","false","0.9783","53828217402.12","reported"
"samyang","삼양식품","ramen","total","2014-Q1","51315448","54274136679","11877413.42","415","844","54274136679","90","90","54399561342.520004","false","1","54399561342.520004","reported"
"samyang","삼양식품","ramen","total","2014-Q2","54168559","55424286318","12487114.16","420","870","55424286318","91","90","54833381519.259995","false","0.989","54833381519.259995","reported"
"samyang","삼양식품","ramen","total","2014-Q3","49160974","49894288432","11421189.2","441","861","49894288432","92","90","48847576128.8","false","0.9783","48847576128.8","reported"
"samyang","삼양식품","ramen","total","2014-Q4","53809550","57665600834","13015333.200000001","459","949","57665600834","92","90","56462315753.39","false","0.9783","56462315753.39","reported"
"samyang","삼양식품","ramen","total","2015-Q1","50767634","55282635699","12549540.899999999","416","858","55282635699","90","90","55204622040.06999","false","1","55204622040.06999","reported"
"samyang","삼양식품","ramen","total","2015-Q2","53066752","57710484249","13198202.600000001","452","928","57710484249","91","90","57189619100.39","false","0.989","57189619100.39","reported"
"samyang","삼양식품","ramen","total","2015-Q3","54211181","62542167705","13726797.5","497","973","62542167705","92","90","61268174714.26","false","0.9783","61268174714.26","reported"
"samyang","삼양식품","ramen","total","2015-Q4","60753896","69649283389","15903447.4","515","1014","69649283389","92","90","68179859403","false","0.9783","68179859403","reported"
"samyang","삼양식품","ramen","total","2016-Q1","56769990","67600189654","15264674.3","521","997","67600189654","91","90","66832315934.009995","false","0.989","66832315934.009995","reported"
"samyang","삼양식품","ramen","total","2016-Q2","65909013","75889873530","18002297.735","532","1029","75889873530","91","90","75046756611.84","false","0.989","75046756611.84","reported"
"samyang","삼양식품","ramen","total","2016-Q3","79859159","88964883519","21832097.303999998","575","1105","88964883519","92","90","87075007094.73999","false","0.9783","87075007094.73999","reported"
"samyang","삼양식품","ramen","total","2016-Q4","87827370","99891573141","24486513.641","581","1155","99891573141","92","90","97776167184.84","false","0.9783","97776167184.84","reported"
"samyang","삼양식품","ramen","total","2017-Q1","93927586","107780437360","26584734.432","529","1113","107780437360","90","90","108320405685.38","false","1","108320405685.38","reported"
